APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,SH UNITS PER SITE,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
6011003007,18-125039,RUTH TEAGUE HOMES (FKA 67TH & MAIN) (SITE 6),In-Service,NEW CONSTRUCTION,"126 E 67TH ST  Los Angeles, CA 90003",9,6,FLORENCE-FIRESTONE,0,52,SPECIAL NEEDS,Yes,0,12/14/2020,7180000,30672556,0,37852556,2024,Coalition for Responsible Community Development,CRCD PARTNERS,(310) 413-4230,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),256,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125039&LutSiteCD=6),C-137511,2024-08-05T00:00:00.000,-118.27286,33.97868,POINT (-118.27286 33.97868)
5128024037,13-120909,ROBERTA STEPHENS VILLAS I & II (RECAP),In-Service,ACQUISITION + REHAB,"1035 E 27TH  Los Angeles, CA 90011",9,1,CENTRAL,40,40,SENIORS,No,0,12/22/2014,0,3360040,1995093,5355133,2016,"CP Preservation Housing, LLC",CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES,(323) 846-2500,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),32,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-120909&LutSiteCD=1),C-83407,2024-08-05T00:00:00.000,-118.25579,34.01807,POINT (-118.25579 34.01807)
5404004036,22-129466,ALVARADO & TEMPLE APARTMENTS (SITE 2),Development,ACQUISITION + REHAB,"916 N ALVARADO ST  LOS ANGELES, CA 90026",13,2,TEMPLE-BEAUDRY,27,69,AT-RISK,Yes,26,12/27/2023,17455368.95,13100000,0,30555368.95,Development,Brilliant Corners,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=22-129466&LutSiteCD=2),C-144795,2024-08-05T00:00:00.000,-118.26438,34.0758,POINT (-118.26438 34.0758)
5019026009,17-124314,RISE APARTMENTS,In-Service,NEW CONSTRUCTION,"4050 S FIGUEROA ST  LOS ANGELES, CA 90037",9,1,SOUTH PARK,57,57,SPECIAL NEEDS,Yes,56,10/30/2018,12000000,14099933,8711791,34811724,2021,Single Room Occupancy Housing Corporation,SINGLE ROOM OCCUPANCY HOUSING CORPORATION,(213) 229-9640,click here (http://hcidapp.lacity.org/mpphotos/17-124314/Photo/Website/RISE%20apartments%204-16-17.JPG),305,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124314&LutSiteCD=1),C-132237,2024-08-05T00:00:00.000,-118.2825,34.01002,POINT (-118.2825 34.01002)
5154029017,19-126530,THE LAKE HOUSE (FKA WESTLAKE HOUSING),In-Service,NEW CONSTRUCTION,"437 S WESTLAKE AVE  Los Angeles, CA 90057",1,1,WESTLAKE,32,63,SPECIAL NEEDS,Yes,31,06/09/2021,6510000,31819953,0,38329953,2023,Community Development Partners,FPI MANAGEMENT,(916) 850-4402,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),316,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126530&LutSiteCD=1),C-138417,2024-08-05T00:00:00.000,-118.27371,34.06001,POINT (-118.27371 34.06001)
6011003062,18-125039,RUTH TEAGUE HOMES (FKA 67TH & MAIN),In-Service,NEW CONSTRUCTION,"6706 S MAIN ST  Los Angeles, CA 90003",9,1,FLORENCE-FIRESTONE,52,52,SPECIAL NEEDS,Yes,26,12/14/2020,7180000,30672556,0,37852556,2024,Coalition for Responsible Community Development,CRCD PARTNERS,(310) 413-4230,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),256,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125039&LutSiteCD=1),C-137511,2024-08-05T00:00:00.000,-118.27375,33.97852,POINT (-118.27375 33.97852)
5058023044,06-117222,WINDWARD APTS (A/B) (SITE 20),In-Service,REHAB,"2210 S LA SALLE AVE  Los Angeles, CA 90018",8,20,WEST ADAMS,7,232,FAMILY,No,0,04/01/2006,0,7438473,4641342,12079815,2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=20),,2024-08-05T00:00:00.000,-118.30554,34.03618,POINT (-118.30554 34.03618)
6041003037,40005,LAS BRISAS,In-Service,N/A,"8760 S MAIN ST  Los Angeles, CA 90003",8,1,VERMONT VISTA,66,66,N/A,No,0,06/10/2005,5616938,10809341,0,16426279,2006,"AMCAL Multi-Housing, Inc(App)",CIRRUS ASSET MANAGEMENT INC,(818) 222-4840,click here (http://hcidapp.lacity.org/mpphotos/040005/Photo/Website/CD%208%20-%20Las%20Brisas.jpg),97,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040005&LutSiteCD=1),C-108216,2024-08-05T00:00:00.000,-118.27369,33.95788,POINT (-118.27369 33.95788)
5155029010,20279,ASBURY,In-Service,N/A,"2501 W 6TH ST  Los Angeles, CA 90057",1,1,WESTLAKE,97,97,N/A,No,0,07/03/2003,4018000,3307020,5600000,12925020,2004,"LOS ANGELES HOUSING PARTNERSHIP,",WINSTAR PROPERTIES INC.,(111) 111-1111,click here (http://hcidapp.lacity.org/mpphotos/020279/Photo/Website/CD%201%20-%20Asbury%20Apts..jpg),18,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020279&LutSiteCD=1),C-105204,2024-08-05T00:00:00.000,-118.27923,34.06164,POINT (-118.27923 34.06164)
5154032016,07-117236,MACARTHUR PARK TOWER,In-Service,ACQUISITION + REHAB,"450 S GRAND VIEW ST  Los Angeles, CA 90057",1,1,WESTLAKE,183,183,SENIORS,No,0,12/20/2007,0,21975257,7387654,29362911,2008,Retirement Housing Foundation,"FOUNDATION PROPERTY MANAGEMENT, INC.",(562) 257-5100,click here (http://hcidapp.lacity.org/mpphotos/07-117236/Photo/Website/BONDS%20MacArthur%20Park%20Tower%20(wide%20shot).png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117236&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.27607,34.06164,POINT (-118.27607 34.06164)
6117003018,80002,MY TOWN HOMES,In-Service,NEW CONSTRUCTION,"12015 S FIGUEROA ST 1-21  Los Angeles, CA 90061",15,1,HARBOR GATEWAY,21,21,FAMILY,No,0,10/17/2008,2006300,6359207,0,8365507,2011,"LEELA ENTERPRISES,",MY TOWN HOMES L.P.,(323) 465-6611,click here (http://hcidapp.lacity.org/mpphotos/080002/Photo/Website/mytownhomes12015figueroa42414_005.png),83,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080002&LutSiteCD=1),C-114768,2024-08-05T00:00:00.000,-118.28301,33.92316,POINT (-118.28301 33.92316)
5042027012,05-117193,LEEWARD APTS. (SITE 6),In-Service,REHAB,"1811 W 36TH PL  Los Angeles, CA 90018",8,6,EXPOSITION PARK,0,257,FAMILY,No,0,05/02/2005,0,7103994,10208936,17312930,2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=6),,2024-08-05T00:00:00.000,-118.31231,34.02198,POINT (-118.31231 34.02198)
5119001028,40072,CENTRAL VILLAGE APTS.,In-Service,NEW CONSTRUCTION,"1315 E 21ST ST 201-221  Los Angeles, CA 90011",9,1,CENTRAL,85,85,FAMILY,No,0,01/18/2007,2762655,21148534,2570000,26481189,2010,"BEYOND SHELTER HDC,(App)","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/040072/Photo/Website/CD%209%20-%20Central%20Village.JPG),162,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040072&LutSiteCD=1),C-111199,2024-08-05T00:00:00.000,-118.25189,34.02273,POINT (-118.25189 34.02273)
5141013029,70034,SEVEN MAPLES,In-Service,NEW CONSTRUCTION,"2618 W 7TH ST  Los Angeles, CA 90057",1,1,WESTLAKE,57,57,SENIORS,No,0,02/08/2008,4124520,14506378,0,18630898,2009,"LOS ANGELES HOUSING PARTNERSHIP INC.,",THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/070034/Photo/Website/CD%201%20-%20Seven%20Maples.jpg),144,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070034&LutSiteCD=1),C-113103,2024-08-05T00:00:00.000,-118.2832,34.05916,POINT (-118.2832 34.05916)
6020020027,11-117842,FIGUEROA SENIOR HOUSING,In-Service,NEW CONSTRUCTION,"7621 S FIGUEROA ST 1-11  Los Angeles, CA 90044",8,1,VERMONT KNOLLS,35,35,SENIORS,No,0,08/16/2011,4650000,6013775,0,10663775,2013,"META HOUSING CORPORATION,","WESTERN SENIORS HOUSING, INC.",(949) 748-8201,click here (http://hcidapp.lacity.org/mpphotos/11-117842/Photo/Website/11-117842.JPG),101,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117842&LutSiteCD=1),C-119251,2024-08-05T00:00:00.000,-118.28301,33.97012,POINT (-118.28301 33.97012)
5142023013,18-124724,ARIA APARTMENTS (FKA CAMBRIA APTS),In-Service,NEW CONSTRUCTION,"1532 W CAMBRIA ST  LOS ANGELES, CA 90017",1,1,WESTLAKE,57,57,SPECIAL NEEDS,Yes,56,12/05/2018,12000000,11878153,4600000,28478153,2020,"Affirmed Housing Group, Inc",SOLARI ENTERPRISES,(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/18-124724/Photo/Website/Cambria.JPG),264,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124724&LutSiteCD=1),C-132493,2024-08-05T00:00:00.000,-118.27123,34.05272,POINT (-118.27123 34.05272)
2237006018,19-125929,VILLA VANOWEN FKA CONFIANZA - 14154 VANOWEN ST.,Development,N/A,"14142 W VANOWEN ST  VAN NUYS, CA 91405",2,1,VAN NUYS,64,64,N/A,Yes,63,06/02/2023,10000000,27217633,7173000,44390633,Development,"Century Affordable Development, Inc.",THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),354,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125929&LutSiteCD=1),C-143402,2024-08-05T00:00:00.000,-118.44197,34.19379,POINT (-118.44197 34.19379)
5155025900,14-121713,RAMPART MINT APARTMENTS,In-Service,NEW CONSTRUCTION,"252 S RAMPART BLVD  LOS ANGELES, CA 90057",13,1,TEMPLE-BEAUDRY,23,23,SPECIAL NEEDS,Yes,22,12/13/2017,5150060,10833615,0,15983675,2020,West Hollywood Community Housing Corp.,AFFORDABLE LIVING FOR THE AGING,(323) 650-8034,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121713&LutSiteCD=1),C-130578,2024-08-05T00:00:00.000,-118.27813,34.067,POINT (-118.27813 34.067)
5131008039,05-117217,LEXINGTON APARTMENTS A/B (SITE 13),In-Service,REHAB,"1151 E 20TH ST  Los Angeles, CA 90011",9,13,WHOLESALE DISTRICT,0,251,FAMILY,No,0,12/28/2005,0,6771719,10247566,17019285,2006,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117217&LutSiteCD=13),,2024-08-05T00:00:00.000,-118.25319,34.02469,POINT (-118.25319 34.02469)
5135005008,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 9),In-Service,REHAB,"1350 S BONNIE BRAE ST  Los Angeles, CA 90006",1,9,PICO-UNION,48,232,FAMILY,No,0,07/31/2006,0,7334438,8579256,15913694,2008,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117195&LutSiteCD=9),,2024-08-05T00:00:00.000,-118.28066,34.04459,POINT (-118.28066 34.04459)
5017027032,10-117605,VERMONT AVENUE APARTMENTS,In-Service,NEW CONSTRUCTION,"4915 S VERMONT AVE 1-49  Los Angeles, CA 90037",9,1,VERMONT SQUARE,49,49,FAMILY,No,0,11/08/2010,3017456,15172897,0,18190353,2012,Meta Housing Corp.,SOLARI ENTERPRISES INC.,(714) 282-2520 x201,click here (http://hcidapp.lacity.org/mpphotos/10-117605/Photo/Website/10-117605.JPG),142,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117605&LutSiteCD=1),C-118153,2024-08-05T00:00:00.000,-118.29191,33.99832,POINT (-118.29191 33.99832)
2656018034,09-104740,CROSSINGS AT NORTH HILLS,In-Service,ACQUISITION + NEW CONSTRUCTION,"9311 N SEPULVEDA BLVD 1-4  North Hills, CA 91343",7,1,NORTH HILLS,38,38,FAMILY,No,0,08/25/2010,3620719,13390025,0,17010744,2012,UHC 00317 North Hills Development LLC,ABODE COMMUNITIES,(213) 629-2702,click here (http://hcidapp.lacity.org/mpphotos/09-104740/Photo/Website/crossingnh1512_011-.png),79,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-104740&LutSiteCD=1),C-117787,2024-08-05T00:00:00.000,-118.468,34.24039,POINT (-118.468 34.24039)
5545014044,13-119154,HOLLYWOODLAND (SITE 6),In-Service,ACQUISITION + REHAB,"1438 N GORDON ST  HOLLYWOOD, CA 90028",13,6,HOLLYWOOD,16,82,SENIORS,No,0,11/21/2013,0,7946357,10500000,18446357,2014,Steele Properties LLC,"MONROE GROUP, LRD",(303) 322-8888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),53,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119154&LutSiteCD=6),,2024-08-05T00:00:00.000,-118.31997,34.09674,POINT (-118.31997 34.09674)
5156006022,18-125507,HIFI COLLECTIVE (FKA TEMPLE VIEW) (SITE 2),In-Service,NEW CONSTRUCTION,"247 N DILLON ST  Los Angeles, CA 90026",13,2,HISTORIC FILIPINOTOWN,0,64,SPECIAL NEEDS,Yes,0,06/30/2020,12760000,23020258,0,35780258,2022,LINC Housing Corporation,THE JOHN STEWART COMPANY,(213) 787-2710,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),285,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125507&LutSiteCD=2),C-135931,2024-08-05T00:00:00.000,-118.28203,34.07544,POINT (-118.28203 34.07544)
5154026028,14-121117,THE PASEO AT CALIFORNIAN,In-Service,NEW CONSTRUCTION,"1901 W 6TH ST  Los Angeles, CA 90057",1,1,WESTLAKE,53,53,FAMILY,No,0,06/26/2014,6361830,12978417,2700000,22040247,2016,"American Communities, LLC","FOUNDATION PROPERTY MANAGEMENT, INC.",N/A,click here (http://hcidapp.lacity.org/mpphotos/14-121117/Photo/Website/Paseo%20At%20Californian.png),166,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121117&LutSiteCD=1),"C-124137,C-125119",2024-08-05T00:00:00.000,-118.27231,34.05891,POINT (-118.27231 34.05891)
6051023039,06-117222,WINDWARD APTS (A/B) (SITE 11),In-Service,REHAB,"733 E 108TH ST  Los Angeles, CA 90059",8,11,CENTURY PALMS/COVE,18,232,FAMILY,No,0,04/01/2006,0,7438473,4641342,12079815,2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=11),,2024-08-05T00:00:00.000,-118.26178,33.93844,POINT (-118.26178 33.93844)
5141010009,18-125044,BRYSON II,In-Service,NEW CONSTRUCTION,"2721 WILSHIRE BLVD  LOS ANGELES, CA 90057",1,1,WESTLAKE,64,64,SPECIAL NEEDS,Yes,47,04/16/2021,12350601,26013815,0,38364416,2024,The Richman Group of California Development Company,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),228,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125044&LutSiteCD=1),"C-138217,C-145560",2024-08-05T00:00:00.000,-118.28296,34.06141,POINT (-118.28296 34.06141)
5049034009,14-121639,YBARRA VILLAGE (FKA NEW DIRECTIONS WEST ADAMS),In-Service,NEW CONSTRUCTION,"3023 1/2 S WEST VIEW ST  LOS ANGELES, CA 90016",10,1,EXPOSITION,64,64,SPECIAL NEEDS,Yes,36,11/27/2017,4928647,32539304,0,37467951,2019,D.L. Horn & Associates LLC,CONAM PROPERTY MANAGEMENT CORPORATION,(858) 614-7248,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),193,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121639&LutSiteCD=1),C-127168,2024-08-05T00:00:00.000,-118.35337,34.02625,POINT (-118.35337 34.02625)
5054020020,05-117217,LEXINGTON APARTMENTS A/B (SITE 6),In-Service,REHAB,"2521 S JULIET ST  Los Angeles, CA 90007",8,6,WEST ADAMS,0,251,FAMILY,No,0,12/28/2005,0,6771719,10247566,17019285,2006,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117217&LutSiteCD=6),,2024-08-05T00:00:00.000,-118.29553,34.03318,POINT (-118.29553 34.03318)
7423020046,13-118975,BANNING VILLA APARTMENT,In-Service,REHAB,"1100 N BANNING BLVD  WILMINGTON, CA 90744",15,1,WILMINGTON,90,90,SENIORS,No,0,06/13/2013,0,10965825,10100000,21065825,2014,"Clifford Beers Housing, Inc",PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6675,click here (http://hcidapp.lacity.org/mpphotos/13-118975/Photo/Website/banning%205.png),108,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-118975&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.25813,33.78533,POINT (-118.25813 33.78533)
5075007028,19-126550,THE QUINCY (FKA 2652 PICO),In-Service,NEW CONSTRUCTION,"2652 W PICO BLVD  Los Angeles, CA 90006",1,1,HARVARD HEIGHTS,54,54,SPECIAL NEEDS,Yes,53,10/21/2021,3550000,0,0,3550000,2023,Wakeland Housing and Development Corporation,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),274,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126550&LutSiteCD=1),C-139211,2024-08-05T00:00:00.000,-118.29616,34.04705,POINT (-118.29616 34.04705)
5072037019,80053,PROFESSIONAL HSG. & DEV. APTS. (PH & D) (SITE 3),In-Service,REHAB,"1401 S ARLINGTON AVE  Los Angeles, CA 90019",10,3,VICTORIA PARK,0,83,FAMILY,No,0,10/07/2010,4575000,10250907,0,14825907,2011,Gubb and Barshay,LITTLE TOKYO SERVICE CENTER,(213) 434-1645,click here (http://hcidapp.lacity.org/mpphotos/080053/Photo/Website%20Site3/PH&D%201401%20Arlington.jpg),45,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080053&LutSiteCD=3),C-117961,2024-08-05T00:00:00.000,-118.3179,34.0461,POINT (-118.3179 34.0461)
5141001900,21-128410,619 WESTLAKE (FKA WESTLAKE 619),In-Service,NEW CONSTRUCTION,"619 S WESTLAKE AVE  Los Angeles, CA 90057",1,1,WESTLAKE,78,78,SPECIAL NEEDS,Yes,39,10/21/2021,0,0,0,0,2023,Meta Housing Corporation,THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),363,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=21-128410&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.27416,34.05839,POINT (-118.27416 34.05839)
5082026012,18-125512,SOLARIS APARTMENTS (FKA 1141-1145 CRENSHAW BLVD),In-Service,NEW CONSTRUCTION,"1141 S CRENSHAW BLVD  Los Angeles, CA 90019",10,1,COUNTRY CLUB PARK,43,43,SPECIAL NEEDS,Yes,42,09/24/2021,9240000,20741100,0,29981100,2024,Domus GP LLC,"DOMUS MANAGEMENT COMPANY, INC",(209) 365-9010,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),222,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125512&LutSiteCD=1),C-138992,2024-08-05T00:00:00.000,-118.32495,34.05164,POINT (-118.32495 34.05164)
5147007020,80058,DOWNTOWN WOMEN'S CENTER,In-Service,REHAB,"434 S SAN PEDRO ST  Los Angeles, CA 90013",14,1,LITTLE TOKYO,72,72,SPECIAL NEEDS,Yes,71,06/30/2009,4847914,20062930,0,24910844,2010,"Downtown Women's Center Housing, LLC",DOWNTOWN WOMEN'S CENTER HOUSING,(213) 680-600,click here (http://hcidapp.lacity.org/mpphotos/080058/Photo/Website/080058.JPG),228,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080058&LutSiteCD=1),C-115643,2024-08-05T00:00:00.000,-118.24336,34.04473,POINT (-118.24336 34.04473)
6042028006,23-130505,CENTRAL AVENUE APARTMENTS (SITE 5),Development,NEW CONSTRUCTION,"8925 S CENTRAL AVE  Los Angeles, CA 90002",9,5,GREEN MEADOWS,0,59,SPECIAL NEEDS,Yes,0,04/09/2024,6221279,0,0,6221279,Development,N/A,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=23-130505&LutSiteCD=5),"C-145238,C-145362",2024-08-05T00:00:00.000,-118.25661,33.95493,POINT (-118.25661 33.95493)
5101030030,18-125517,MAIN STREET APARTMENTS,In-Service,NEW CONSTRUCTION,"5501 S MAIN ST  Los Angeles, CA 90037",9,1,SOUTH PARK,57,57,SPECIAL NEEDS,Yes,56,06/17/2021,8512000,0,0,8512000,2024,"Highridge Costa Development Company, LLC",WSH MANAGEMENT,(323) 433-3676,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),315,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125517&LutSiteCD=1),C-138434,2024-08-05T00:00:00.000,-118.27416,33.99209,POINT (-118.27416 33.99209)
5149010949,18-124964,GRAND AVENUE PARCEL Q APTS.,In-Service,DEMO/NEW CONSTRUCTION,"100 S GRAND AVE  Los Angeles, CA 90012",14,1,DOWNTOWN,323,323,FAMILY,No,0,11/02/2018,0,38757673,184260433,223018106,2022,"Grand Avenue Parcel Q Developer, LLC",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124964&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.24841,34.05451,POINT (-118.24841 34.05451)
5114014004,14-121652,FLORENCE MILLS (SITE 4),In-Service,NEW CONSTRUCTION,"3509 S CENTRAL AVE  LOS ANGELES, CA 90011",9,4,CENTRAL,0,74,SPECIAL NEEDS,Yes,0,12/17/2018,9389115.63,36081992,0,45471107.63,2021,Hollywood Community Housing Corporation,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),226,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121652&LutSiteCD=4),C-129358,2024-08-05T00:00:00.000,-118.2567,34.0114,POINT (-118.2567 34.0114)
5183005010,09-117211,LAS MARGARITAS (SITE 2),In-Service,BOTH REHAB AND NEW CONSTRUCTION,"115 N SOTO ST  Los Angeles, CA 90033",14,2,BOYLE HEIGHTS,0,42,FAMILY,No,0,05/13/2010,559761,14135658,0,14695419,2012,East L.A. Community Corporation,THE JOHN STEWART COMPANY,(213) 878-2716,click here (http://hcidapp.lacity.org/mpphotos/09-117211/Photo/Website%20Site2/Las%20Margaritas%20115%20Soto.JPG),121,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117211&LutSiteCD=2),C-117254,2024-08-05T00:00:00.000,-118.20967,34.04422,POINT (-118.20967 34.04422)
5153006024,50035,UNION POINT,In-Service,NEW CONSTRUCTION,"420 S UNION DR 1-21  Los Angeles, CA 90017",1,1,WESTLAKE,21,21,LARGE FAMILY / WAIVER REQUIRED,No,0,02/17/2006,2334000,5910494,0,8244494,2008,"META HOUSING CORPORATION,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/050035/Photo/Website/CD%201%20-%20Union%20Point%20Apts.jpg),40,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050035&LutSiteCD=1),C-109529,2024-08-05T00:00:00.000,-118.26768,34.05845,POINT (-118.26768 34.05845)
